ID,x,y,Heading,breed
43,12.968404051833819,15.715817705973555,54,vertices
482,23.191242747118416,19.61363111928668,295,people
276,30.894356621330928,26.297176747625755,84,vertices
329,28.41444635559456,20.16263436615627,142,people
72,30.721679550775082,24.083584208418035,339,vertices
236,27.426040167151534,18.04731993601369,140,vertices
457,17.12459803080791,19.666916830399792,95,people
151,21.768937459835143,13.919172507303168,266,vertices
494,31.990819491425615,30.01118492608592,323,people
1,29.111027899166068,21.293615773903486,199,vertices
134,24.93037485045877,13.363735917938385,183,vertices
153,25.09364422870293,8.565741961093767,31,vertices
106,22.1430194159979,14.328793436319673,243,vertices
170,30.83056681258544,26.027729487003302,250,vertices
542,16.585015963705345,1.2027509896526978,217.42826695983695,drivers
246,31.720222326317447,28.63472867898579,278,vertices
333,12.800127063231718,14.570938936274233,234,people
210,31.931346636981605,29.8763283256933,123,vertices
368,30.94708519375925,24.977597529374787,151,people
139,22.414436359564963,4.754806786749093,293,vertices
80,14.0121898886513,16.924994789271622,251,vertices
523,5.831262453117752,10.003816382830431,272.5054588617644,drivers
188,12.524474073721251,4.983284732999777,23,vertices
281,24.160720766938955,13.614049016094647,240,vertices
406,19.14979195597586,17.0491144697264,253,people
131,2.402936409809365,12.343789434695305,160,vertices
332,25.016724540568205,9.839892914593255,187,people
303,30.925602184018572,26.43763492144728,155,vertices
118,14.79946537394388,0,45,vertices
105,25.356054981669622,12.898617972837059,359,vertices
528,31.815918890730423,29.42753587012375,211.942365644637,drivers
146,31.973567176476365,30.705222421042325,207,vertices
559,24.555510658976885,7.794202343564608,65.76919188246802,drivers
127,10.268893082557671,20.75761006974533,155,vertices
185,12.592962954385925,5.3924006978135255,32,vertices
176,30.964837937240468,25.305235554944325,150,vertices
293,3.106256281660463,12.394954540534627,310,vertices
301,24.8667106992901,10.076411091760498,263,vertices
318,29.304015416555732,21.483797413660337,342,people
437,14.264626984744794,6.405691287427104,230,people
195,31.569167726710912,27.867634168459702,344,vertices
493,30.437962104455988,30.981621580943152,294,people
