0,39,4,0.28701395549755254,1
1,30,38,0.2922342065740459,1
2,43,5,0.4928386125740796,1
3,18,9,0.33862268328490497,3
4,0,50,0.30266524309869525,2
5,37,11,0.0,2
6,3,14,0.710435614692713,1
7,19,12,0.34826387938929376,1
8,22,44,0.3512595916853907,3
9,1,24,0.30669560967023457,2
10,27,13,0.6657570324947264,3
11,25,45,0.47940537808528594,1
12,45,34,0.5201510844229422,1
13,50,41,0.23858115641124328,2
14,46,18,0.260702354896812,3
15,29,49,0.21329317636302597,1
16,27,14,0.19792911027577084,3
17,34,29,0.1616280296763715,1
18,15,1,0.11505288175981028,2
19,35,42,0.5663979943077359,1
20,20,48,0.3330162270530299,2
21,40,7,0.46082238010946447,3
22,8,39,0.21721276973986192,1
23,24,37,0.27354271116138495,2
24,44,46,0.12382558828203998,3
25,21,20,1.0,2
26,6,28,0.524079336414041,1
27,17,32,0.2905426977354095,3
28,13,6,0.3992646808484539,3
29,36,3,0.11612866648246634,1
30,26,40,0.09464016299288815,3
31,21,2,0.15523778548624748,1
32,32,22,0.24680319005765716,3
33,41,8,0.7127171543588878,1
34,2,17,0.5419454408138299,3
35,9,16,0.4905050276551966,3
36,28,10,0.8119081907426091,3
37,12,22,0.2446707453842474,1
38,41,13,0.7481862659207051,2
39,13,47,0.4435649941941497,2
40,47,15,0.37995219807375596,2
41,16,8,0.18293016276488352,3
42,3,43,0.18026292482744682,1
43,14,30,0.780499436733446,1
44,36,23,0.13945067284449147,3
45,49,24,0.33364764133276087,1
46,7,33,0.3228966987225219,3
47,11,21,0.19470218729289884,1
48,33,9,0.40722392364735555,3
49,31,30,0.30816273531804556,1
50,28,29,0.5023736930538221,1
51,23,26,0.17098480625475576,3
52,5,31,0.5848989948180449,1
53,42,36,0.15220821351114028,1
54,4,6,0.5126086609434722,1
55,2,35,0.08899232208095795,1
56,39,25,0.6750342762725262,1
57,48,0,0.4591202210822138,2
58,38,41,0.3912686683106112,1
59,10,27,0.13203632435446047,3
